"PVWatts: Hourly PV Performance Data"
"Requested Location:","sioux falls"
"Location:","Lat, Lon: 43.49, -96.74"
"Lat (deg N):","43.49"
"Long (deg W):","96.74"
"Elev (m):","447.35998535156"
"DC System Size (kW):","500"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.104"
"Capacity Factor (%)","15.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","3","10","154","128","-4","4","236.228","-0.331","112166.563","107130.539"
"1","3","11","0","109","-4","6","107.242","-3.125","52160.934","48570.734"
"1","3","12","5","141","-6","7","145.202","-4.76","71080.32","67063.164"
"1","3","13","6","135","-8","8","139.938","-6.912","69100.547","65129.313"
"1","3","14","14","117","-10","8","126.98","-9.107","63167.93","59332.57"
"1","3","15","0","58","-11","8","56.659","-11.148","28476.043","25382.824"
"1","3","16","0","15","-12","8","14.21","-12.83","7189.79","4507.628"
"1","3","17","0","0","-13","8","0","-13","0","0"
"1","3","18","0","0","-14","8","0","-14","0","0"
"1","3","19","0","0","-14","8","0","-14","0","0"
"1","3","20","0","0","-15","8","0","-15","0","0"
"1","3","21","0","0","-15","8","0","-15","0","0"
"1","3","22","0","0","-16","8","0","-16","0","0"
"1","3","23","0","0","-16","8","0","-16","0","0"
"1","4","0","0","0","-17","8","0","-17","0","0"
"1","4","1","0","0","-17","7","0","-17","0","0"
"1","4","2","0","0","-17","7","0","-17","0","0"
"1","4","3","0","0","-18","6","0","-18","0","0"
"1","4","4","0","0","-20","5","0","-20","0","0"
"1","4","5","0","0","-21","5","0","-21","0","0"
"1","4","6","0","0","-21","4","0","-21","0","0"
"1","4","7","0","0","-21","4","0","-21","0","0"
"1","4","8","413","23","-20","4","148.178","-18.333","64507.797","60641.98"
"1","4","9","693","54","-18","5","379.696","-11.75","179229.75","172261"
"1","4","10","813","72","-16","5","567.099","-5.679","271215.375","261051.672"
"1","4","11","870","82","-15","5","688.813","-1.977","328574.844","316100.375"
"1","4","12","887","85","-14","5","731.749","0.067","347188.594","333911.688"
"1","4","13","874","82","-14","5","695.25","-0.577","329859.563","317330.531"
"1","4","14","825","72","-14","5","580.966","-2.882","275038.344","264728.25"
"1","4","15","706","55","-14","5","395.019","-6.73","183484.875","176382.219"
"1","4","16","410","27","-14","4","158.775","-11.262","68309.484","64356.516"
"1","4","17","0","0","-15","3","0","-15","0","0"
"1","4","18","0","0","-17","3","0","-17","0","0"
"1","4","19","0","0","-18","3","0","-18","0","0"
"1","4","20","0","0","-19","3","0","-19","0","0"
"1","4","21","0","0","-20","3","0","-20","0","0"
"1","4","22","0","0","-21","3","0","-21","0","0"
"1","4","23","0","0","-21","3","0","-21","0","0"
"1","5","0","0","0","-22","3","0","-22","0","0"
"1","5","1","0","0","-22","2","0","-22","0","0"
"1","5","2","0","0","-22","2","0","-22","0","0"
"1","5","3","0","0","-22","2","0","-22","0","0"
"1","5","4","0","0","-22","2","0","-22","0","0"
"1","5","5","0","0","-22","2","0","-22","0","0"
"1","5","6","0","0","-21","2","0","-21","0","0"
"1","5","7","0","0","-19","2","0","-19","0","0"
"1","5","8","0","12","-18","2","11.361","-19.353","5898.214","3239.91"
"1","5","9","0","44","-16","3","41.756","-16.914","21472.217","18517.967"
"1","5","10","0","76","-15","4","73.393","-14.982","37454.344","34177.645"
"1","5","11","0","58","-14","4","55.061","-14.328","28026.691","24942.498"
"1","5","12","22","156","-13","5","173.855","-10.975","87213.789","82811.523"
"1","5","13","199","163","-13","6","320.017","-8.457","157998.781","151678.094"
"1","5","14","0","77","-13","6","74.297","-12.596","37558.16","34279.301"
"1","5","15","0","74","-13","6","74.761","-12.911","37840.105","34555.383"
"1","5","16","0","20","-13","5","18.965","-14.001","9640.616","6912.843"
"1","5","17","0","0","-13","4","0","-13","0","0"
"1","5","18","0","0","-13","4","0","-13","0","0"
"1","5","19","0","0","-13","4","0","-13","0","0"
"1","5","20","0","0","-14","4","0","-14","0","0"
"1","5","21","0","0","-15","3","0","-15","0","0"
"1","5","22","0","0","-16","2","0","-16","0","0"
"1","5","23","0","0","-17","2","0","-17","0","0"
"1","6","0","0","0","-17","2","0","-17","0","0"
"1","6","1","0","0","-18","2","0","-18","0","0"
"1","6","2","0","0","-18","3","0","-18","0","0"
"1","6","3","0","0","-18","3","0","-18","0","0"
"1","6","4","0","0","-19","3","0","-19","0","0"
"1","6","5","0","0","-19","3","0","-19","0","0"
"1","6","6","0","0","-20","3","0","-20","0","0"
"1","6","7","0","0","-20","3","0","-20","0","0"
"1","6","8","0","16","-18","3","15.162","-19.581","7878.276","5183.346"
"1","6","9","0","51","-16","4","49.104","-16.587","25218.408","22190.281"
"1","6","10","0","64","-14","5","60.832","-14.215","30950.188","27807.004"
"1","6","11","0","106","-13","5","103.866","-12.348","52453.172","48856.578"
"1","6","12","0","97","-12","5","93.827","-11.475","47218.219","43735.176"
"1","6","13","0","74","-11","6","70.336","-10.967","35324.32","32091.689"
"1","6","14","0","71","-11","6","67.96","-11.04","34140.773","30932.484"
"1","6","15","0","58","-11","6","56.38","-11.247","28346.938","25256.313"
"1","6","16","0","17","-11","6","16.109","-11.973","8122.976","5423.5"
"1","6","17","0","0","-12","6","0","-12","0","0"
"1","6","18","0","0","-13","6","0","-13","0","0"
"1","6","19","0","0","-14","7","0","-14","0","0"
"1","6","20","0","0","-15","7","0","-15","0","0"
"1","6","21","0","0","-15","7","0","-15","0","0"
"1","6","22","0","0","-16","7","0","-16","0","0"
"1","6","23","0","0","-17","6","0","-17","0","0"
"1","7","0","0","0","-18","6","0","-18","0","0"
"1","7","1","0","0","-19","6","0","-19","0","0"
"1","7","2","0","0","-20","6","0","-20","0","0"
"1","7","3","0","0","-20","6","0","-20","0","0"
"1","7","4","0","0","-21","5","0","-21","0","0"
"1","7","5","0","0","-21","5","0","-21","0","0"
"1","7","6","0","0","-22","4","0","-22","0","0"
"1","7","7","0","0","-23","4","0","-23","0","0"
"1","7","8","493","22","-22","4","168.704","-19.891","73170.773","69104.813"
"1","7","9","794","45","-20","5","415.197","-13.012","196356.422","188840.484"
"1","7","10","912","58","-19","5","609.945","-7.773","293933.531","282883.875"
"1","7","11","963","65","-18","5","728.9","-4.114","350659.875","337230.438"
"1","7","12","976","69","-17","5","774.01","-2.032","370442.781","356127.156"
"1","7","13","962","67","-16","4","737.211","0.519","348151.125","334832"
"1","7","14","915","61","-16","3","627.354","0.185","293274.75","282251.344"
"1","7","15","811","48","-17","2","441.358","-3.908","202653.063","194930.469"
"1","7","16","553","25","-19","1","198.025","-11.855","84396.898","80063.266"
"1","7","17","0","0","-20","1","0","-20","0","0"
"1","7","18","0","0","-21","2","0","-21","0","0"
"1","7","19","0","0","-22","3","0","-22","0","0"
"1","7","20","0","0","-22","3","0","-22","0","0"
"1","7","21","0","0","-21","3","0","-21","0","0"
"1","7","22","0","0","-19","4","0","-19","0","0"
"1","7","23","0","0","-17","5","0","-17","0","0"
"1","8","0","0","0","-16","5","0","-16","0","0"
"1","8","1","0","0","-16","6","0","-16","0","0"
"1","8","2","0","0","-15","6","0","-15","0","0"
"1","8","3","0","0","-14","7","0","-14","0","0"
"1","8","4","0","0","-13","7","0","-13","0","0"
"1","8","5","0","0","-12","7","0","-12","0","0"
"1","8","6","0","0","-12","6","0","-12","0","0"
"1","8","7","0","0","-11","5","0","-11","0","0"
"1","8","8","181","24","-9","5","86.963","-8.79","38159.285","34867.926"
"1","8","9","675","48","-7","7","366.037","-2.243","166103.5","159539.375"
"1","8","10","84","130","-7","10","190.066","-5.292","92509.102","87976.211"
"1","8","11","0","125","-7","11","124.464","-6.29","61333.055","57539.191"
"1","8","12","0","139","-7","11","139.015","-6.155","68465.711","64509.141"
"1","8","13","306","156","-8","12","394.039","-4.349","191029.344","183685.938"
"1","8","14","833","68","-9","11","588.751","-2.666","278836.031","268379.438"
"1","8","15","747","52","-10","10","418.132","-5.268","193523.297","186099.375"
"1","8","16","497","27","-10","9","185.215","-8.181","78408.477","74218.789"
"1","8","17","0","0","-11","8","0","-11","0","0"
"1","8","18","0","0","-11","8","0","-11","0","0"
"1","8","19","0","0","-11","9","0","-11","0","0"
"1","8","20","0","0","-11","9","0","-11","0","0"
"1","8","21","0","0","-13","9","0","-13","0","0"
"1","8","22","0","0","-15","8","0","-15","0","0"
"1","8","23","0","0","-16","7","0","-16","0","0"
"1","9","0","0","0","-17","7","0","-17","0","0"
"1","9","1","0","0","-18","7","0","-18","0","0"
"1","9","2","0","0","-17","7","0","-17","0","0"
"1","9","3","0","0","-17","7","0","-17","0","0"
"1","9","4","0","0","-17","6","0","-17","0","0"
"1","9","5","0","0","-17","6","0","-17","0","0"
"1","9","6","0","0","-17","6","0","-17","0","0"
"1","9","7","0","0","-17","6","0","-17","0","0"
"1","9","8","448","23","-17","6","156.882","-15.553","67176.797","63249.914"
"1","9","9","747","50","-16","6","400.136","-10.067","187356.734","180131.063"
"1","9","10","864","65","-15","6","591.466","-5.378","282498.344","271899.438"
"1","9","11","917","73","-14","6","714.71","-1.954","340991.25","327984.375"
"1","9","12","937","76","-13","6","763.318","0.066","362335.688","348386.75"
"1","9","13","930","72","-13","6","730.216","-0.453","346507.938","333260.813"
"1","9","14","888","64","-13","5","619.012","-1.078","291223.844","280281.906"
"1","9","15","789","50","-13","4","437.488","-3.514","201031.484","193362.391"
"1","9","16","536","27","-15","2","198.12","-9.682","84349.469","80016.977"
"1","9","17","0","0","-17","2","0","-17","0","0"
"1","9","18","0","0","-18","2","0","-18","0","0"
"1","9","19","0","0","-19","2","0","-19","0","0"
"1","9","20","0","0","-19","2","0","-19","0","0"
"1","9","21","0","0","-19","2","0","-19","0","0"
"1","9","22","0","0","-20","2","0","-20","0","0"
"1","9","23","0","0","-20","2","0","-20","0","0"
"1","10","0","0","0","-20","2","0","-20","0","0"
"1","10","1","0","0","-20","2","0","-20","0","0"
"1","10","2","0","0","-20","2","0","-20","0","0"
"1","10","3","0","0","-19","3","0","-19","0","0"
"1","10","4","0","0","-18","3","0","-18","0","0"
"1","10","5","0","0","-17","4","0","-17","0","0"
"1","10","6","0","0","-15","4","0","-15","0","0"
"1","10","7","0","0","-14","5","0","-14","0","0"
"1","10","8","0","17","-12","5","16.112","-13.186","8164.015","5463.776"
"1","10","9","0","73","-10","4","73.891","-10.041","36971.34","33704.66"
"1","10","10","254","125","-7","4","298.524","-1.859","142164.578","136305.375"
"1","10","11","118","168","-5","4","271.391","0.032","129645.664","124138.125"
"1","10","12","229","178","-5","4","374.773","2.285","177231.438","170325.109"
"1","10","13","421","140","-5","4","464.45","4.513","216676.766","208483.313"
"1","10","14","184","138","-5","3","268.21","1.171","126649.531","121224.438"
"1","10","15","668","59","-6","2","396.159","4.097","177092.766","170190.766"
"1","10","16","407","31","-9","1","169.195","-3.437","71632.625","67602.602"
"1","10","17","0","0","-11","1","0","-11","0","0"
"1","10","18","0","0","-12","1","0","-12","0","0"
"1","10","19","0","0","-13","1","0","-13","0","0"
"1","10","20","0","0","-13","1","0","-13","0","0"
"1","10","21","0","0","-14","1","0","-14","0","0"
"1","10","22","0","0","-14","1","0","-14","0","0"
"1","10","23","0","0","-15","1","0","-15","0","0"
"1","11","0","0","0","-15","2","0","-15","0","0"
"1","11","1","0","0","-16","2","0","-16","0","0"
"1","11","2","0","0","-16","2","0","-16","0","0"
"1","11","3","0","0","-17","2","0","-17","0","0"
"1","11","4","0","0","-17","2","0","-17","0","0"
"1","11","5","0","0","-17","2","0","-17","0","0"
"1","11","6","0","0","-17","2","0","-17","0","0"
"1","11","7","0","0","-16","2","0","-16","0","0"
"1","11","8","67","26","-15","2","53.419","-15.786","25388.998","22357.482"
"1","11","9","172","80","-13","3","175.165","-10.329","84789.813","80446.641"
"1","11","10","311","120","-11","3","325.631","-4.141","156259","149989.922"
"1","11","11","22","150","-9","3","167.025","-5.748","82005.188","77729.359"
"1","11","12","236","178","-8","3","379.956","0.155","181304.344","174270.484"
"1","11","13","210","170","-8","3","337.334","-0.296","161113.016","154699.359"
"1","11","14","64","137","-8","3","186.821","-4.218","90761.047","86271.508"
"1","11","15","173","89","-8","2","190.607","-4.022","90452.016","85970.117"
"1","11","16","72","35","-9","2","64.429","-8.676","30125.662","26999.18"
"1","11","17","0","0","-10","2","0","-10","0","0"
"1","11","18","0","0","-11","2","0","-11","0","0"
"1","11","19","0","0","-12","2","0","-12","0","0"
"1","11","20","0","0","-13","2","0","-13","0","0"
"1","11","21","0","0","-14","2","0","-14","0","0"
"1","11","22","0","0","-15","2","0","-15","0","0"
"1","11","23","0","0","-16","2","0","-16","0","0"
"1","12","0","0","0","-17","2","0","-17","0","0"
"1","12","1","0","0","-18","2","0","-18","0","0"
"1","12","2","0","0","-19","3","0","-19","0","0"
"1","12","3","0","0","-20","3","0","-20","0","0"
"1","12","4","0","0","-20","3","0","-20","0","0"
"1","12","5","0","0","-21","3","0","-21","0","0"
"1","12","6","0","0","-22","3","0","-22","0","0"
"1","12","7","0","0","-22","3","0","-22","0","0"
"1","12","8","501","23","-20","3","170.961","-17.538","73365.508","69294.977"
"1","12","9","795","47","-18","3","419.409","-8.636","195125.125","187649.266"
"1","12","10","912","60","-16","4","616.196","-2.953","291395.219","280446.469"
"1","12","11","964","68","-15","3","739.543","3.561","344782.281","331610.531"
"1","12","12","978","72","-15","3","787.568","5.082","366069.813","351952.563"
"1","12","13","967","70","-14","2","754.423","8.168","345214.313","332023.719"
"1","12","14","923","63","-14","2","645.637","5.099","296216.25","285075.469"
"1","12","15","824","50","-16","1","460.421","0.962","208138.219","200233.203"
"1","12","16","586","28","-18","1","218.761","-10.051","93733.125","89169.742"
"1","12","17","0","0","-19","1","0","-19","0","0"
"1","12","18","0","0","-20","2","0","-20","0","0"
"1","12","19","0","0","-21","2","0","-21","0","0"
"1","12","20","0","0","-22","2","0","-22","0","0"
"1","12","21","0","0","-22","2","0","-22","0","0"
"1","12","22","0","0","-23","2","0","-23","0","0"
"1","12","23","0","0","-23","2","0","-23","0","0"
"1","13","0","0","0","-23","2","0","-23","0","0"
"1","13","1","0","0","-23","2","0","-23","0","0"
"1","13","2","0","0","-23","2","0","-23","0","0"
"1","13","3","0","0","-23","2","0","-23","0","0"
"1","13","4","0","0","-23","2","0","-23","0","0"
"1","13","5","0","0","-23","2","0","-23","0","0"
"1","13","6","0","0","-22","2","0","-22","0","0"
"1","13","7","0","0","-21","3","0","-21","0","0"
"1","13","8","394","25","-19","3","143.395","-17.269","62234.215","58420.004"
"1","13","9","653","58","-17","4","372.072","-10.021","175000.922","168163.922"
"1","13","10","0","112","-15","4","112.362","-13.356","56972.422","53276.164"
"1","13","11","1","136","-12","5","136.833","-10.612","68617.047","64656.98"
"1","13","12","5","149","-10","5","153.084","-8.252","76021.922","71888.867"
"1","13","13","790","101","-9","5","679.771","3.147","318303.938","306261.219"
"1","13","14","45","137","-8","4","175.007","-4.274","85172.547","80820.07"
"1","13","15","0","55","-8","3","52.583","-8.14","26108.037","23062.211"
"1","13","16","0","18","-9","3","17.052","-10.43","8545.457","5838.121"
"1","13","17","0","0","-9","3","0","-9","0","0"
"1","13","18","0","0","-9","4","0","-9","0","0"
"1","13","19","0","0","-9","3","0","-9","0","0"
"1","13","20","0","0","-10","3","0","-10","0","0"
"1","13","21","0","0","-10","2","0","-10","0","0"
"1","13","22","0","0","-11","2","0","-11","0","0"
"1","13","23","0","0","-12","2","0","-12","0","0"
"1","14","0","0","0","-12","2","0","-12","0","0"
"1","14","1","0","0","-12","2","0","-12","0","0"
"1","14","2","0","0","-12","2","0","-12","0","0"
"1","14","3","0","0","-12","2","0","-12","0","0"
"1","14","4","0","0","-12","2","0","-12","0","0"
"1","14","5","0","0","-12","1","0","-12","0","0"
"1","14","6","0","0","-12","1","0","-12","0","0"
"1","14","7","0","0","-12","1","0","-12","0","0"
"1","14","8","375","26","-11","1","142.64","-8.848","60336.813","56565.371"
"1","14","9","0","29","-9","2","27.483","-9.965","13746.761","10941.569"
"1","14","10","201","133","-6","2","277.759","-0.17","131699.125","126134.703"
"1","14","11","169","172","-4","2","310.686","3.694","145988.969","140020.016"
"1","14","12","426","153","-2","3","496.887","9.344","227533.125","218965.109"
"1","14","13","366","155","-2","2","437.28","9.973","199477.328","191859.328"
"1","14","14","292","134","-2","1","338.647","9.228","154126.594","147920.484"
"1","14","15","556","59","-3","1","349.804","8.086","154543.781","148325.375"
"1","14","16","0","28","-4","1","26.849","-3.742","13092.546","10299.773"
"1","14","17","0","0","-5","1","0","-5","0","0"
"1","14","18","0","0","-6","1","0","-6","0","0"
"1","14","19","0","0","-7","2","0","-7","0","0"
"1","14","20","0","0","-6","2","0","-6","0","0"
"1","14","21","0","0","-5","2","0","-5","0","0"
"1","14","22","0","0","-5","2","0","-5","0","0"
"1","14","23","0","0","-5","2","0","-5","0","0"
"1","15","0","0","0","-6","2","0","-6","0","0"
"1","15","1","0","0","-7","2","0","-7","0","0"
"1","15","2","0","0","-7","2","0","-7","0","0"
"1","15","3","0","0","-7","2","0","-7","0","0"
"1","15","4","0","0","-7","2","0","-7","0","0"
"1","15","5","0","0","-7","3","0","-7","0","0"
"1","15","6","0","0","-7","3","0","-7","0","0"
"1","15","7","0","0","-6","4","0","-6","0","0"
"1","15","8","403","24","-5","4","145.121","-3.471","59442.043","55690.68"
"1","15","9","705","49","-3","4","383.277","4.193","169485.594","162818.438"
"1","15","10","824","61","-1","4","569.018","10.842","253953.75","244437.578"
"1","15","11","872","69","0","4","687.884","14.864","305480.625","293965.938"
"1","15","12","878","76","0","4","732.147","16.094","324474.031","312172.875"
"1","15","13","869","73","1","3","702.06","18.346","307337.438","295747.063"
"1","15","14","827","66","1","2","597.699","17.923","259568.094","249843.734"
"1","15","15","728","53","0","1","424.48","14.73","181512.172","174471.75"
"1","15","16","493","31","-1","1","197.959","5.521","80677.086","76433.18"
"1","15","17","0","0","-3","1","0","-3","0","0"
"1","15","18","0","0","-4","1","0","-4","0","0"
"1","15","19","0","0","-4","1","0","-4","0","0"
"1","15","20","0","0","-4","1","0","-4","0","0"
"1","15","21","0","0","-4","1","0","-4","0","0"
"1","15","22","0","0","-5","1","0","-5","0","0"
"1","15","23","0","0","-5","1","0","-5","0","0"
"1","16","0","0","0","-5","1","0","-5","0","0"
"1","16","1","0","0","-4","2","0","-4","0","0"
"1","16","2","0","0","-4","1","0","-4","0","0"
"1","16","3","0","0","-4","1","0","-4","0","0"
"1","16","4","0","0","-5","1","0","-5","0","0"
"1","16","5","0","0","-6","1","0","-6","0","0"
"1","16","6","0","0","-7","1","0","-7","0","0"
"1","16","7","0","0","-6","1","0","-6","0","0"
"1","16","8","461","23","-5","1","159.988","-2.263","64731.602","60860.684"
"1","16","9","742","47","-3","1","398.327","8.677","172658.203","165893.625"
"1","16","10","858","61","-2","1","590.178","16.966","256315.094","246711.641"
"1","16","11","910","68","0","1","714.142","23.535","304834.031","293345.656"
"1","16","12","926","71","0","1","757.169","25.385","321488.656","309312.906"
"1","16","13","912","69","0","0","729.332","30.919","301007.25","289673.906"
"1","16","14","865","63","0","0","619.835","27.273","257773.172","248115.625"
"1","16","15","757","53","0","0","440.635","20.572","183585.438","176479.594"
"1","16","16","517","31","-1","0","206.992","9.769","82866.883","78570.281"
"1","16","17","0","0","-3","1","0","-3","0","0"
"1","16","18","0","0","-3","1","0","-3","0","0"
"1","16","19","0","0","-4","1","0","-4","0","0"
"1","16","20","0","0","-4","1","0","-4","0","0"
"1","16","21","0","0","-3","1","0","-3","0","0"
"1","16","22","0","0","-2","1","0","-2","0","0"
"1","16","23","0","0","-1","1","0","-1","0","0"
"1","17","0","0","0","-2","1","0","-2","0","0"
"1","17","1","0","0","-4","1","0","-4","0","0"
"1","17","2","0","0","-4","1","0","-4","0","0"
"1","17","3","0","0","-3","1","0","-3","0","0"
"1","17","4","0","0","-2","3","0","-2","0","0"
"1","17","5","0","0","-1","4","0","-1","0","0"
"1","17","6","0","0","0","5","0","0","0","0"
"1","17","7","0","0","0","5","0","0","0","0"
"1","17","8","381","26","0","6","144.326","1.23","58493.445","54763.301"
"1","17","9","712","50","2","7","388.906","7.222","169888.594","163209.109"
"1","17","10","842","63","3","7","584.332","11.633","260021.672","250280.391"
"1","17","11","26","158","4","9","178.063","5.893","83241.352","78935.703"
"1","17","12","0","97","4","10","93.402","4.388","44012.68","40598.16"
"1","17","13","0","74","4","9","70.306","4.041","33178.875","29990.295"
"1","17","14","364","130","4","8","389.398","8.743","177515.219","170600.063"
"1","17","15","756","54","3","7","443.466","9.369","194498","187042.484"
"1","17","16","555","31","2","6","220.546","5.174","90069.695","85597.242"
"1","17","17","0","0","0","5","0","0","0","0"
"1","17","18","0","0","0","4","0","0","0","0"
"1","17","19","0","0","0","4","0","0","0","0"
"1","17","20","0","0","0","5","0","0","0","0"
"1","17","21","0","0","-1","5","0","-1","0","0"
"1","17","22","0","0","-1","4","0","-1","0","0"
"1","17","23","0","0","-1","4","0","-1","0","0"
"1","18","0","0","0","-2","4","0","-2","0","0"
"1","18","1","0","0","-2","3","0","-2","0","0"
"1","18","2","0","0","-3","3","0","-3","0","0"
"1","18","3","0","0","-4","2","0","-4","0","0"
"1","18","4","0","0","-4","2","0","-4","0","0"
"1","18","5","0","0","-5","2","0","-5","0","0"
"1","18","6","0","0","-5","1","0","-5","0","0"
"1","18","7","0","0","-5","1","0","-5","0","0"
"1","18","8","0","22","-3","1","20.938","-5.183","10270.929","7531.353"
"1","18","9","66","87","0","1","123.862","1.595","58010.848","54291.473"
"1","18","10","864","58","1","0","592.777","22.953","250556.844","241165.469"
"1","18","11","912","66","3","0","711.622","32.055","291758.563","280795.406"
"1","18","12","916","73","4","0","761.987","35.305","308577.563","296936.469"
"1","18","13","906","71","5","0","732.297","35.602","295551.906","284437.688"
"1","18","14","864","64","5","0","625.261","32.053","254354.828","244823.859"
"1","18","15","765","53","4","0","449.006","24.629","183893.953","176778.359"
"1","18","16","540","32","2","0","218.419","13.151","86462.531","82078.625"
"1","18","17","0","0","1","0","0","1","0","0"
"1","18","18","0","0","0","1","0","0","0","0"
"1","18","19","0","0","0","1","0","0","0","0"
"1","18","20","0","0","0","1","0","0","0","0"
"1","18","21","0","0","0","1","0","0","0","0"
"1","18","22","0","0","0","1","0","0","0","0"
"1","18","23","0","0","-1","1","0","-1","0","0"
"1","19","0","0","0","-1","1","0","-1","0","0"
"1","19","1","0","0","-1","1","0","-1","0","0"
"1","19","2","0","0","-2","1","0","-2","0","0"
"1","19","3","0","0","-2","1","0","-2","0","0"
"1","19","4","0","0","-1","1","0","-1","0","0"
"1","19","5","0","0","0","1","0","0","0","0"
"1","19","6","0","0","0","2","0","0","0","0"
"1","19","7","0","0","0","2","0","0","0","0"
"1","19","8","0","21","1","3","19.915","-0.456","9579.193","6852.569"
"1","19","9","103","88","2","4","147.484","3.649","68095.352","64147.324"
"1","19","10","401","117","3","4","386.854","10.282","174498.422","167677"
"1","19","11","9","147","5","4","153.731","7.619","71396.68","67372.156"
"1","19","12","535","138","7","5","562.841","16.879","249200.281","239858.531"
"1","19","13","896","73","8","5","730.104","21.82","314852.188","302952.813"
"1","19","14","852","67","7","4","623.785","20.773","267825.719","257790.938"
"1","19","15","753","54","5","4","446.481","14.645","191646.359","184283.078"
"1","19","16","535","33","2","3","219.424","6.833","89579.492","85119.125"
"1","19","17","0","0","1","3","0","1","0","0"
"1","19","18","0","0","0","3","0","0","0","0"
"1","19","19","0","0","0","3","0","0","0","0"
"1","19","20","0","0","0","3","0","0","0","0"
"1","19","21","0","0","0","3","0","0","0","0"
"1","19","22","0","0","-1","3","0","-1","0","0"
"1","19","23","0","0","-1","3","0","-1","0","0"
"1","20","0","0","0","-1","3","0","-1","0","0"
"1","20","1","0","0","-1","3","0","-1","0","0"
"1","20","2","0","0","-1","3","0","-1","0","0"
"1","20","3","0","0","-1","3","0","-1","0","0"
"1","20","4","0","0","-1","3","0","-1","0","0"
"1","20","5","0","0","-1","3","0","-1","0","0"
"1","20","6","0","0","-1","4","0","-1","0","0"
"1","20","7","0","0","-1","4","0","-1","0","0"
"1","20","8","0","16","0","4","15.157","-1.382","7319.042","4634.486"
"1","20","9","0","57","0","5","54.928","-0.383","26412.01","23360.123"
"1","20","10","0","101","1","6","99.367","1.511","47400.828","43913.855"
"1","20","11","32","167","2","6","201.066","4.374","94604.086","90018.938"
"1","20","12","42","182","2","6","225.978","4.949","106080.719","101203.539"
"1","20","13","106","188","1","6","278.688","4.91","130592.969","125059.227"
"1","20","14","194","154","1","5","296.377","5.83","137485.141","131758.75"
"1","20","15","616","81","0","4","413.273","8.194","183675.719","176567.016"
"1","20","16","85","48","0","4","84.594","1.105","38365.711","35070.047"
"1","20","17","0","0","0","4","0","0","0","0"
"1","20","18","0","0","0","4","0","0","0","0"
"1","20","19","0","0","0","4","0","0","0","0"
"1","20","20","0","0","-1","5","0","-1","0","0"
"1","20","21","0","0","-1","4","0","-1","0","0"
"1","20","22","0","0","-1","4","0","-1","0","0"
"1","20","23","0","0","-1","4","0","-1","0","0"
"1","21","0","0","0","-2","3","0","-2","0","0"
"1","21","1","0","0","-2","3","0","-2","0","0"
"1","21","2","0","0","-2","3","0","-2","0","0"
"1","21","3","0","0","-2","2","0","-2","0","0"
"1","21","4","0","0","-2","2","0","-2","0","0"
"1","21","5","0","0","-2","2","0","-2","0","0"
"1","21","6","0","0","-2","1","0","-2","0","0"
"1","21","7","0","0","-2","1","0","-2","0","0"
"1","21","8","0","6","-1","2","5.673","-3.135","2759.203","158.364"
"1","21","9","0","38","0","2","36.037","-1.223","17389.391","14514.47"
"1","21","10","0","87","0","2","84.295","0.291","40418.457","37079.863"
"1","21","11","0","100","0","2","96.691","0.838","46255.668","42793.281"
"1","21","12","7","158","0","2","163.363","2.796","77480.32","73312.703"
"1","21","13","82","186","0","3","259.138","5.033","121442.078","116158.672"
"1","21","14","135","158","0","3","264.396","5.435","123131.492","117802.336"
"1","21","15","299","96","0","2","264.616","6.294","119862.633","114621.797"
"1","21","16","169","51","-1","2","120.641","1.226","53561.973","49941.066"
"1","21","17","0","0","-2","2","0","-2","0","0"
"1","21","18","0","0","-2","2","0","-2","0","0"
"1","21","19","0","0","-3","2","0","-3","0","0"
"1","21","20","0","0","-3","1","0","-3","0","0"
"1","21","21","0","0","-4","1","0","-4","0","0"
"1","21","22","0","0","-5","1","0","-5","0","0"
"1","21","23","0","0","-6","1","0","-6","0","0"
"1","22","0","0","0","-6","1","0","-6","0","0"
"1","22","1","0","0","-7","1","0","-7","0","0"
"1","22","2","0","0","-7","1","0","-7","0","0"
"1","22","3","0","0","-8","1","0","-8","0","0"
"1","22","4","0","0","-8","1","0","-8","0","0"
"1","22","5","0","0","-7","1","0","-7","0","0"
"1","22","6","0","0","-7","1","0","-7","0","0"
"1","22","7","0","0","-6","1","0","-6","0","0"
"1","22","8","391","31","-4","2","153.742","-1.853","63580.816","59736.086"
"1","22","9","671","64","-2","3","393.289","6.357","173496.469","166706.031"
"1","22","10","799","82","0","4","590.778","12.342","262787.094","252942.328"
"1","22","11","864","90","0","4","719.073","15.597","318888.5","306821.406"
"1","22","12","860","102","1","4","763.359","17.839","336223.344","323422.25"
"1","22","13","862","96","2","5","739.724","16.33","327495.281","315066.563"
"1","22","14","833","83","2","4","637.355","16.111","280056.469","269552.563"
"1","22","15","753","65","1","3","465.185","12.401","202457.375","194741.25"
